NO2(t-1),NO2(t)
3.173171059118217e-05,3.3435657769587124e-05
3.3435657769587124e-05,2.664957376991344e-05
2.664957376991344e-05,3.3363416828945186e-05
3.3363416828945186e-05,2.533592639035002e-05
2.533592639035002e-05,1.9023490781674727e-05
1.9023490781674727e-05,1.6204608219941835e-05
1.6204608219941835e-05,1.752274403632695e-05
1.752274403632695e-05,1.7400359291442375e-05
1.7400359291442375e-05,1.7537033046058543e-05
1.7537033046058543e-05,1.502715731380347e-05
1.502715731380347e-05,1.25172815815484e-05
1.25172815815484e-05,1.2185655577923171e-05
1.2185655577923171e-05,1.3164450531124944e-05
1.3164450531124944e-05,8.103886580523033e-06
8.103886580523033e-06,2.2652878857632275e-05
2.2652878857632275e-05,2.6470142257594477e-05
2.6470142257594477e-05,3.028740565755668e-05
3.028740565755668e-05,1.87661663989125e-05
1.87661663989125e-05,1.4822988382754625e-05
1.4822988382754625e-05,2.256052688592764e-05
2.256052688592764e-05,3.3851061743916944e-05
3.3851061743916944e-05,2.722331397539833e-05
2.722331397539833e-05,2.0595566206879717e-05
2.0595566206879717e-05,1.3967818438361103e-05
1.3967818438361103e-05,2.300124445658488e-05
2.300124445658488e-05,3.31031313786904e-05
3.31031313786904e-05,4.320501830079593e-05
4.320501830079593e-05,2.4798465935815235e-05
2.4798465935815235e-05,1.553429588686929e-05
1.553429588686929e-05,2.4482800617246243e-05
2.4482800617246243e-05,2.7648102313461858e-05
2.7648102313461858e-05,3.081340400967747e-05
3.081340400967747e-05,1.5172133299910382e-05
1.5172133299910382e-05,1.5735704356507782e-05
1.5735704356507782e-05,1.6299275413105178e-05
1.6299275413105178e-05,2.0490950634708443e-05
2.0490950634708443e-05,1.32276143127334e-05
1.32276143127334e-05,3.247947982237161e-05
3.247947982237161e-05,2.7322821399244995e-05
2.7322821399244995e-05,2.241023841100326e-05
2.241023841100326e-05,1.7597566284166533e-05
1.7597566284166533e-05,2.0435806578936298e-05
2.0435806578936298e-05,1.851725446222474e-05
1.851725446222474e-05,1.8657576478009474e-05
1.8657576478009474e-05,2.1642835187321907e-05
2.1642835187321907e-05,1.6669424168917244e-05
1.6669424168917244e-05,3.284846739656392e-05
3.284846739656392e-05,2.4955160500082586e-05
2.4955160500082586e-05,2.6545898106637342e-05
2.6545898106637342e-05,2.8136635713192096e-05
2.8136635713192096e-05,2.411094692897863e-05
2.411094692897863e-05,2.164463524277504e-05
2.164463524277504e-05,1.917832355657145e-05
1.917832355657145e-05,1.671201187036786e-05
1.671201187036786e-05,3.5914894397137687e-05
3.5914894397137687e-05,2.361359252220076e-05
2.361359252220076e-05,1.5163591001036518e-05
1.5163591001036518e-05,2.6553053935963868e-05
2.6553053935963868e-05,3.511755050147678e-05
3.511755050147678e-05,3.471272337264963e-05
3.471272337264963e-05,2.6176313333374256e-05
2.6176313333374256e-05,1.1934622981404092e-05
1.1934622981404092e-05,1.1897511620815627e-05
1.1897511620815627e-05,2.2107104362503652e-05
2.2107104362503652e-05,1.562209135547061e-05
1.562209135547061e-05,1.5763864075636564e-05
1.5763864075636564e-05,1.590563679580252e-05
1.590563679580252e-05,1.8604849539424654e-05
1.8604849539424654e-05,1.4959033119426332e-05
1.4959033119426332e-05,2.1951966238496536e-05
2.1951966238496536e-05,2.894489935756674e-05
2.894489935756674e-05,2.785206562050252e-05
2.785206562050252e-05,2.6759231883438302e-05
2.6759231883438302e-05,2.6673021703454257e-05
2.6673021703454257e-05,2.6522391231588292e-05
2.6522391231588292e-05,2.615450689559152e-05
2.615450689559152e-05,2.281639337359758e-05
2.281639337359758e-05,1.9441508777289917e-05
1.9441508777289917e-05,1.7859327809895595e-05
1.7859327809895595e-05,1.5854555880634035e-05
1.5854555880634035e-05,1.7511982026605808e-05
1.7511982026605808e-05,1.916940817257758e-05
1.916940817257758e-05,2.3147737673904583e-05
2.3147737673904583e-05,2.466333455517412e-05
2.466333455517412e-05,2.3572502086792797e-05
2.3572502086792797e-05,1.9947953906068254e-05
1.9947953906068254e-05,3.209364574588533e-05
3.209364574588533e-05,3.100515967465375e-05
3.100515967465375e-05,3.561908957076062e-05
3.561908957076062e-05,2.788639562822937e-05
2.788639562822937e-05,1.837182783977672e-05
1.837182783977672e-05,2.557118619062702e-05
2.557118619062702e-05,2.1115765452481283e-05
2.1115765452481283e-05,2.0333540202972683e-05
2.0333540202972683e-05,1.727948647180966e-05
1.727948647180966e-05,1.6985125157280635e-05
1.6985125157280635e-05,1.669076384275161e-05
1.669076384275161e-05,2.560288812168841e-05
2.560288812168841e-05,1.872289838390642e-05
1.872289838390642e-05,2.0415671958204506e-05
2.0415671958204506e-05,2.2108445532502597e-05
2.2108445532502597e-05,2.3801219106800687e-05
2.3801219106800687e-05,2.5493992681098774e-05
2.5493992681098774e-05,2.2936547163232114e-05
2.2936547163232114e-05,2.0379101645365457e-05
2.0379101645365457e-05,2.758396548731822e-05
2.758396548731822e-05,3.681594636659344e-05
3.681594636659344e-05,2.718746456837872e-05
2.718746456837872e-05,2.233327994758838e-05
2.233327994758838e-05,3.154677753108055e-05
3.154677753108055e-05,2.429397445115628e-05
2.429397445115628e-05,2.368842440432673e-05
2.368842440432673e-05,1.7037693438940217e-05
1.7037693438940217e-05,1.9574993345204428e-05
1.9574993345204428e-05,1.7631219299308518e-05
1.7631219299308518e-05,2.1921326093895856e-05
2.1921326093895856e-05,2.7777746953898502e-05
2.7777746953898502e-05,2.7257893543719546e-05
2.7257893543719546e-05,2.3953339093298253e-05
2.3953339093298253e-05,2.7027730102952983e-05
2.7027730102952983e-05,1.561432267046394e-05
1.561432267046394e-05,2.8048142393326625e-05
2.8048142393326625e-05,2.79913470594379e-05
2.79913470594379e-05,2.698926326866058e-05
2.698926326866058e-05,2.41189231905762e-05
2.41189231905762e-05,1.654814048080182e-05
1.654814048080182e-05,1.7393363342652546e-05
1.7393363342652546e-05,2.9824428905780413e-05
2.9824428905780413e-05,2.7344965492135854e-05
2.7344965492135854e-05,2.747962127996636e-05
2.747962127996636e-05,3.4566572296934744e-05
3.4566572296934744e-05,3.962572144375349e-05
3.962572144375349e-05,4.468487059057224e-05
4.468487059057224e-05,3.595606333464293e-05
3.595606333464293e-05,2.9317404537323454e-05
2.9317404537323454e-05,2.554410430918397e-05
2.554410430918397e-05,1.7483639703195697e-05
1.7483639703195697e-05,2.385226255336463e-05
2.385226255336463e-05,2.947276881665554e-05
2.947276881665554e-05,2.3158682288818743e-05
2.3158682288818743e-05,2.6368598859556084e-05
2.6368598859556084e-05,2.1615368019056184e-05
2.1615368019056184e-05,2.1293723584810377e-05
2.1293723584810377e-05,3.696105009655936e-05
3.696105009655936e-05,2.374025228467265e-05
2.374025228467265e-05,2.7140190756621712e-05
2.7140190756621712e-05,1.9806488857174654e-05
1.9806488857174654e-05,3.4371012329107285e-05
3.4371012329107285e-05,2.845879515172617e-05
2.845879515172617e-05,2.4214760612397057e-05
2.4214760612397057e-05,3.378918153269778e-05
3.378918153269778e-05,3.0193985419068336e-05
3.0193985419068336e-05,2.675841539133795e-05
2.675841539133795e-05,2.8437532331996147e-05
2.8437532331996147e-05,3.479721162875648e-05
3.479721162875648e-05,1.8421037234125277e-05
1.8421037234125277e-05,1.5149963184574682e-05
1.5149963184574682e-05,2.868426480433042e-05
2.868426480433042e-05,3.2521880000951404e-05
3.2521880000951404e-05,3.251071584167048e-05
3.251071584167048e-05,2.60227627785796e-05
2.60227627785796e-05,2.6631713416867973e-05
2.6631713416867973e-05,3.0288370864026445e-05
3.0288370864026445e-05,3.394502831118492e-05
3.394502831118492e-05,3.970648191170767e-05
3.970648191170767e-05,3.569428386184388e-05
3.569428386184388e-05,2.498475953677695e-05
2.498475953677695e-05,2.5637668308426423e-05
2.5637668308426423e-05,2.291584743648429e-05
2.291584743648429e-05,4.084615575266071e-05
4.084615575266071e-05,4.330987540015485e-05
4.330987540015485e-05,2.7677142497850585e-05
2.7677142497850585e-05,4.562646305809418e-05
4.562646305809418e-05,3.5951572667179026e-05
3.5951572667179026e-05,2.627668227626387e-05
2.627668227626387e-05,2.7524413177651204e-05
2.7524413177651204e-05,2.988660129530116e-05
2.988660129530116e-05,2.6041629891365003e-05
2.6041629891365003e-05,3.862192529496052e-05
3.862192529496052e-05,3.119661170875375e-05
3.119661170875375e-05,3.3523197121292214e-05
3.3523197121292214e-05,2.6520170430106555e-05
2.6520170430106555e-05,2.9139135719021565e-05
2.9139135719021565e-05,2.9574425156429893e-05
2.9574425156429893e-05,2.805279243050477e-05
2.805279243050477e-05,3.351324119323222e-05
3.351324119323222e-05,3.73463490056262e-05
3.73463490056262e-05,2.580996598177031e-05
2.580996598177031e-05,3.1381216679091895e-05
3.1381216679091895e-05,3.130820969290768e-05
3.130820969290768e-05,2.7197514760345945e-05
2.7197514760345945e-05,4.205407852471884e-05
4.205407852471884e-05,2.962058481443819e-05
2.962058481443819e-05,2.5761775680271733e-05
2.5761775680271733e-05,3.468251995491003e-05
3.468251995491003e-05,2.6048287554736467e-05
2.6048287554736467e-05,2.924870873357577e-05
2.924870873357577e-05,2.139856791379369e-05
2.139856791379369e-05,2.9140255198780645e-05
2.9140255198780645e-05,2.406195082936723e-05
2.406195082936723e-05,1.968137787437573e-05
1.968137787437573e-05,2.4430184566881508e-05
2.4430184566881508e-05,3.692872342071496e-05
3.692872342071496e-05,2.9959644860498783e-05
2.9959644860498783e-05,2.8225789799534223e-05
2.8225789799534223e-05,3.211426142460175e-05
3.211426142460175e-05,2.747278393655589e-05
2.747278393655589e-05,3.725700270782303e-05
3.725700270782303e-05,2.732278977718228e-05
2.732278977718228e-05,2.675209850154989e-05
2.675209850154989e-05,2.4578317973578123e-05
2.4578317973578123e-05,3.296488080195559e-05
3.296488080195559e-05,3.03482051240558e-05
3.03482051240558e-05,3.070026563709291e-05
3.070026563709291e-05,3.203645806926597e-05
3.203645806926597e-05,2.6003719579796937e-05
2.6003719579796937e-05,3.1370201696052214e-05
3.1370201696052214e-05,3.146896440259777e-05
3.146896440259777e-05,3.446020896804621e-05
3.446020896804621e-05,3.846013281160514e-05
3.846013281160514e-05,2.831982275988833e-05
2.831982275988833e-05,4.32155683842156e-05
4.32155683842156e-05,2.976245397063795e-05
2.976245397063795e-05,2.228933634796704e-05
2.228933634796704e-05,2.581750751527151e-05
2.581750751527151e-05,2.679395621128627e-05
2.679395621128627e-05,2.941350109278235e-05
2.941350109278235e-05,3.164275888896858e-05
3.164275888896858e-05,2.9922989777036877e-05
2.9922989777036877e-05,3.316350877806782e-05
3.316350877806782e-05,3.658048000759439e-05
3.658048000759439e-05,2.144637663414504e-05
2.144637663414504e-05,2.2813883225971398e-05
2.2813883225971398e-05,3.746742908492486e-05
3.746742908492486e-05,2.466241882178689e-05
2.466241882178689e-05,3.322680420142958e-05
3.322680420142958e-05,3.1181292790337004e-05
3.1181292790337004e-05,3.596980591325272e-05
3.596980591325272e-05,3.3877249774879444e-05
3.3877249774879444e-05,3.178469363650617e-05
3.178469363650617e-05,2.7591456444042702e-05
2.7591456444042702e-05,3.677409687532837e-05
3.677409687532837e-05,3.516471446046009e-05
3.516471446046009e-05,4.245878327654599e-05
4.245878327654599e-05,3.193234591003793e-05
3.193234591003793e-05,3.381256921386466e-05
3.381256921386466e-05,3.26029776784289e-05
3.26029776784289e-05,2.833634790600957e-05
2.833634790600957e-05,3.186095504775842e-05
3.186095504775842e-05,4.127205808887788e-05
4.127205808887788e-05,3.886136887145271e-05
3.886136887145271e-05,4.460415168335415e-05
4.460415168335415e-05,4.471171875290262e-05
4.471171875290262e-05,4.056701556243615e-05
4.056701556243615e-05,3.631070001858178e-05
3.631070001858178e-05,3.509351487469125e-05
3.509351487469125e-05,3.939944165147992e-05
3.939944165147992e-05,4.262875609128969e-05
4.262875609128969e-05,3.957387020209259e-05
3.957387020209259e-05,3.65189843128955e-05
3.65189843128955e-05,4.058846784841187e-05
4.058846784841187e-05,3.3913494732232875e-05
3.3913494732232875e-05,2.035607977678534e-05
2.035607977678534e-05,3.101558410784312e-05
3.101558410784312e-05,3.31869019125251e-05
3.31869019125251e-05,2.2691395647717927e-05
2.2691395647717927e-05,2.974068015395393e-05
2.974068015395393e-05,4.3406690262296856e-05
4.3406690262296856e-05,3.8019299171526057e-05
3.8019299171526057e-05,9.579608688779577e-06
9.579608688779577e-06,1.8683108395640087e-05
1.8683108395640087e-05,1.929249570946759e-05
1.929249570946759e-05,2.9147799314215924e-05
2.9147799314215924e-05,3.515791169894462e-05
3.515791169894462e-05,3.06684578825533e-05
3.06684578825533e-05,2.6179004066161993e-05
2.6179004066161993e-05,2.1689550249770676e-05
2.1689550249770676e-05,2.2466876562370294e-05
2.2466876562370294e-05,2.830302373251648e-05
2.830302373251648e-05,3.179063687932813e-05
3.179063687932813e-05,2.748904069948929e-05
2.748904069948929e-05,2.454690900700977e-05
2.454690900700977e-05,3.378069243165598e-05
3.378069243165598e-05,2.6848598469984464e-05
2.6848598469984464e-05,3.089385267230682e-05
3.089385267230682e-05,2.417214208045542e-05
2.417214208045542e-05,2.782568068955161e-05
2.782568068955161e-05,3.14792192986478e-05
3.14792192986478e-05,2.834274425507965e-05
2.834274425507965e-05,2.5206269211511508e-05
2.5206269211511508e-05,2.773757702553584e-05
2.773757702553584e-05,4.358084075395955e-05
4.358084075395955e-05,3.971601190069194e-05
3.971601190069194e-05,3.093996038690724e-05
3.093996038690724e-05,1.9066821778324083e-05
1.9066821778324083e-05,2.8202599315547905e-05
2.8202599315547905e-05,3.733837685277173e-05
3.733837685277173e-05,4.647415438999555e-05
4.647415438999555e-05,2.909113150532281e-05
2.909113150532281e-05,1.959550401807064e-05
1.959550401807064e-05,4.145358737635737e-05
4.145358737635737e-05,3.073166237143557e-05
3.073166237143557e-05,2.000973736651377e-05
2.000973736651377e-05,2.803196191182776e-05
2.803196191182776e-05,3.1314532103957994e-05
3.1314532103957994e-05,2.8045276849297807e-05
2.8045276849297807e-05,3.180368912580889e-05
3.180368912580889e-05,3.034129800061089e-05
3.034129800061089e-05,2.887890687541289e-05
2.887890687541289e-05,2.560995594367271e-05
2.560995594367271e-05,2.2341005011932528e-05
2.2341005011932528e-05,1.9072054080192344e-05
1.9072054080192344e-05,1.5803103148452163e-05
1.5803103148452163e-05,1.5170875586692193e-05
1.5170875586692193e-05,1.4538648024932221e-05
1.4538648024932221e-05,1.3906420463172252e-05
1.3906420463172252e-05,1.61063807832922e-05
1.61063807832922e-05,1.830634110341215e-05
1.830634110341215e-05,2.05063014235321e-05
2.05063014235321e-05,2.0183128255351963e-05
2.0183128255351963e-05,1.9859955087171823e-05
1.9859955087171823e-05,2.080949642290817e-05
2.080949642290817e-05,2.1759037758644518e-05
2.1759037758644518e-05,2.2708579094380864e-05
2.2708579094380864e-05,2.365812043011721e-05
2.365812043011721e-05,2.460766176585356e-05
2.460766176585356e-05,2.5557203101589904e-05
2.5557203101589904e-05,2.9103268381564228e-05
2.9103268381564228e-05,3.264933366153855e-05
3.264933366153855e-05,2.968849457829492e-05
2.968849457829492e-05,2.672765549505129e-05
2.672765549505129e-05,2.121476447341376e-05
2.121476447341376e-05,1.5701873451776226e-05
1.5701873451776226e-05,1.0188982430138692e-05
1.0188982430138692e-05,1.7862870808092643e-05
1.7862870808092643e-05,1.6823877145229332e-05
1.6823877145229332e-05,3.402222366141224e-05
3.402222366141224e-05,2.9084418577536247e-05
2.9084418577536247e-05,2.414661349366025e-05
2.414661349366025e-05,3.2217029445000197e-05
3.2217029445000197e-05,4.028744539634014e-05
4.028744539634014e-05,4.173972047283314e-05
4.173972047283314e-05,1.368418800211657e-05
1.368418800211657e-05,1.766494841307497e-05
1.766494841307497e-05,2.164570882403337e-05
2.164570882403337e-05,3.23267248115206e-05
3.23267248115206e-05,1.8274893611878096e-05
1.8274893611878096e-05,1.5299761809105487e-05
1.5299761809105487e-05,1.2324630006332882e-05
1.2324630006332882e-05,2.7104438357547716e-05
2.7104438357547716e-05,9.645842723053333e-06
9.645842723053333e-06,1.1659552286812047e-05
1.1659552286812047e-05,3.765611199924024e-05
3.765611199924024e-05,2.210075609215905e-05
2.210075609215905e-05,2.3702936648113905e-05
2.3702936648113905e-05,2.530511720406876e-05
2.530511720406876e-05,2.3433733958779506e-05
2.3433733958779506e-05,2.1562350713490257e-05
2.1562350713490257e-05,2.6015816947930834e-05
2.6015816947930834e-05,3.046928318237141e-05
3.046928318237141e-05,3.492274941681199e-05
3.492274941681199e-05,2.8406890377342417e-05
2.8406890377342417e-05,2.189103133787285e-05
2.189103133787285e-05,1.4059992609386531e-05
1.4059992609386531e-05,2.713694938128972e-05
2.713694938128972e-05,2.760027705840508e-05
2.760027705840508e-05,2.6952627837408007e-05
2.6952627837408007e-05,2.630497861641093e-05
2.630497861641093e-05,2.4762038178561764e-05
2.4762038178561764e-05,2.3219097740712597e-05
2.3219097740712597e-05,2.167615730286343e-05
2.167615730286343e-05,2.290905380954775e-05
2.290905380954775e-05,2.2554599490831605e-05
2.2554599490831605e-05,2.2352746934567825e-05
2.2352746934567825e-05,2.215089437830405e-05
2.215089437830405e-05,2.194904182204027e-05
2.194904182204027e-05,2.1747189265776493e-05
2.1747189265776493e-05,2.1545336709512714e-05
2.1545336709512714e-05,2.1343484153248934e-05
2.1343484153248934e-05,2.1141631596985158e-05
2.1141631596985158e-05,2.0939779040721378e-05
2.0939779040721378e-05,2.0737926484457602e-05
2.0737926484457602e-05,2.0536073928193822e-05
2.0536073928193822e-05,8.666446478855506e-06
8.666446478855506e-06,2.70933509730026e-05
2.70933509730026e-05,1.995177798822364e-05
1.995177798822364e-05,2.0823187202358172e-05
2.0823187202358172e-05,2.1694596416492703e-05
2.1694596416492703e-05,2.2566005630627235e-05
2.2566005630627235e-05,1.5335358398260723e-05
1.5335358398260723e-05,1.1024710147466976e-05
1.1024710147466976e-05,1.3796729854220758e-05
1.3796729854220758e-05,1.656874956097454e-05
1.656874956097454e-05,1.6597978827803672e-05
1.6597978827803672e-05,1.740577443682869e-05
1.740577443682869e-05,1.8213570045853714e-05
1.8213570045853714e-05,2.378082576177059e-05
2.378082576177059e-05,2.277305460059627e-05
2.277305460059627e-05,1.8948827757759274e-05
1.8948827757759274e-05,1.5124600914922276e-05
1.5124600914922276e-05,1.221608090418158e-05
1.221608090418158e-05,1.229443077492102e-05
1.229443077492102e-05,1.237278064566046e-05
1.237278064566046e-05,2.0987234280410875e-05
2.0987234280410875e-05,2.9601687915161284e-05
2.9601687915161284e-05,2.9604246192898174e-05
2.9604246192898174e-05,1.3672641937446485e-05
1.3672641937446485e-05,1.3081623808083794e-05
1.3081623808083794e-05,3.1561039371984905e-05
3.1561039371984905e-05,2.9557282687164843e-05
2.9557282687164843e-05,2.696706182770106e-05
2.696706182770106e-05,1.927669073337072e-05
1.927669073337072e-05,2.0352228156769774e-05
2.0352228156769774e-05,2.1427765580168827e-05
2.1427765580168827e-05,2.250330300356788e-05
2.250330300356788e-05,3.038863906112965e-05
3.038863906112965e-05,2.45608101235312e-05
2.45608101235312e-05,1.5374176307363307e-05
1.5374176307363307e-05,1.9776277681557983e-05
1.9776277681557983e-05,2.1503344278795394e-05
2.1503344278795394e-05,2.3230410876032802e-05
2.3230410876032802e-05,2.4957477473270213e-05
2.4957477473270213e-05,2.2830262653041626e-05
2.2830262653041626e-05,2.0703047832813036e-05
2.0703047832813036e-05,1.7168639943992457e-05
1.7168639943992457e-05,1.3634232055171875e-05
1.3634232055171875e-05,2.017113242921975e-05
2.017113242921975e-05,2.0275724173699883e-05
2.0275724173699883e-05,2.0380315918180015e-05
2.0380315918180015e-05,3.770622170122806e-05
3.770622170122806e-05,2.902949126369744e-05
2.902949126369744e-05,2.2427171312740964e-05
2.2427171312740964e-05,2.0700255336473324e-05
2.0700255336473324e-05,1.9131058306549564e-05
1.9131058306549564e-05,1.7561861276625804e-05
1.7561861276625804e-05,1.599266424670204e-05
1.599266424670204e-05,1.4423467216778282e-05
1.4423467216778282e-05,2.1437219384796877e-05
2.1437219384796877e-05,1.3297541755719068e-05
1.3297541755719068e-05,1.7072016513945226e-05
1.7072016513945226e-05,1.6741439786242594e-05
1.6741439786242594e-05,2.3087982472567265e-05
2.3087982472567265e-05,2.308337678057017e-05
2.308337678057017e-05,1.798499454969977e-05
1.798499454969977e-05,1.7106807659259966e-05
1.7106807659259966e-05,1.0975317660598773e-05
1.0975317660598773e-05,3.8077560183000404e-05
3.8077560183000404e-05,1.9542799743338733e-05
1.9542799743338733e-05,2.6054699048927432e-05
2.6054699048927432e-05,2.005874557653442e-05
2.005874557653442e-05,2.4094825719881206e-05
2.4094825719881206e-05,2.813090586322799e-05
2.813090586322799e-05,2.549006372150457e-05
2.549006372150457e-05,2.9571617150144755e-05
2.9571617150144755e-05,3.365317057878494e-05
3.365317057878494e-05,2.7997938009303063e-05
2.7997938009303063e-05,2.2342705439821186e-05
2.2342705439821186e-05,1.6687472870339312e-05
1.6687472870339312e-05,1.9321405783852538e-05
1.9321405783852538e-05,2.0919835650330516e-05
2.0919835650330516e-05,2.3367121757388492e-05
2.3367121757388492e-05,2.5814407864446468e-05
2.5814407864446468e-05,2.019481583080209e-05
2.019481583080209e-05,2.365078506428338e-05
2.365078506428338e-05,2.1842597609425147e-05
2.1842597609425147e-05,2.005923694512905e-05
2.005923694512905e-05,1.8275876280832957e-05
1.8275876280832957e-05,2.3632700683415304e-05
2.3632700683415304e-05,2.780410454952365e-05
2.780410454952365e-05,2.3162858329282035e-05
2.3162858329282035e-05,3.0192769692668526e-05
3.0192769692668526e-05,2.079850915151837e-05
2.079850915151837e-05,1.68241327855867e-05
1.68241327855867e-05,2.983378340104537e-05
2.983378340104537e-05,2.369671232736437e-05
2.369671232736437e-05,2.1064334892647214e-05
2.1064334892647214e-05,3.217760240659118e-05
3.217760240659118e-05,3.110438876774424e-05
3.110438876774424e-05,2.522625093731152e-05
2.522625093731152e-05,1.7986338348742314e-05
1.7986338348742314e-05,2.4586542314055904e-05
2.4586542314055904e-05,3.1186746279369494e-05
3.1186746279369494e-05,2.048049729217802e-05
2.048049729217802e-05,1.915973552968353e-05
1.915973552968353e-05,2.6143770102093047e-05
2.6143770102093047e-05,1.637457708625334e-05
1.637457708625334e-05,2.1179178129197375e-05
2.1179178129197375e-05,2.598377917214141e-05
2.598377917214141e-05,2.678782188090288e-05
2.678782188090288e-05,1.400205413580756e-05
1.400205413580756e-05,1.300167330584743e-05
1.300167330584743e-05,1.2001292475887297e-05
1.2001292475887297e-05,1.1000911645927166e-05
1.1000911645927166e-05,1.989636501775749e-05
1.989636501775749e-05,2.4906145458519156e-05
